#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237645879551066262,348.90253017155,1.27188625068302,19.41061,18.23754,17.58132,17.20153,16.90159,94,301,6,94,430194949951088640,GALAXY,0.03212454,382,51816,368
1237645879578460255,51.4436950025924,1.27007271931227,19.54964,17.95799,17.02898,16.531,16.13408,94,301,6,512,466235292731336704,GALAXY,0.1213151,414,51869,410
1237645879578460271,51.4835835170095,1.27201267477703,18.74425,17.37778,16.80538,16.51149,16.28756,94,301,6,512,466232818830174208,GALAXY,0.04876465,414,51869,401
1237645943978590400,55.5936253842092,1.00002821364506,19.20826,18.0934,17.64492,17.31631,17.1272,109,301,6,140,468497811810314240,GALAXY,0.07229859,416,51811,449
1237645943978590386,55.5854993277125,1.02147552590402,18.79809,17.15676,16.46291,16.05119,15.75717,109,301,6,140,468496712298686464,GALAXY,0.03758542,416,51811,445
1237645943978590282,55.6351766042612,1.04641324047576,18.53386,17.48454,16.89914,16.72732,16.58167,109,301,6,140,8254209823278297088,STAR,-0.0007437239,7331,56658,864
1237645943978590279,55.6324660411692,0.912171843262723,19.42921,17.7481,17.11007,16.87955,16.72626,109,301,6,140,804018464493692928,STAR,2.362465E-05,714,52201,458
1237645943978590229,55.5901235603054,0.896316469003303,19.16373,18.54519,17.69347,17.33523,17.08856,109,301,6,140,1195815971047106560,STAR,4.768638E-05,1062,52619,401
1237645943978524767,55.5459633197789,0.866700690297819,18.09473,16.85976,16.68324,16.63849,16.61696,109,301,6,139,8254201851818995712,STAR,-3.196619E-05,7331,56658,835
1237645943978524759,55.5234997407147,0.9385946315998,19.14606,17.08004,16.26725,15.97465,15.81894,109,301,6,139,8254202951330623488,STAR,0.000203224,7331,56658,839
1237645943978524746,55.4806040880947,1.0413968999989,18.81499,17.51374,16.93961,16.69659,16.5562,109,301,6,139,8254199927673647104,STAR,-9.987621E-05,7331,56658,828
1237645943978524724,55.4512525202949,0.919398628647892,18.3542,17.19975,16.77621,16.58858,16.51968,109,301,6,139,8254203226208530432,STAR,-1.242324E-05,7331,56658,840
1237645943978524695,55.4214130934798,0.916888265586984,18.08997,16.77233,16.27735,16.09258,16.02074,109,301,6,139,8254202676452716544,STAR,0.0001842572,7331,56658,838
1237645943978459256,55.3920716637361,0.857934490582757,17.33792,16.20731,15.82763,15.68935,15.63853,109,301,6,138,8254202401574809600,STAR,-9.541458E-05,7331,56658,837
1237645943978459229,55.356953671482,0.862802681914259,18.44685,16.67442,15.97953,15.72588,15.60808,109,301,6,138,8254189482313183232,STAR,-0.0001812397,7331,56658,790
1237645943978459202,55.3370195402112,0.960701933648826,17.32393,16.02286,15.51069,15.3196,15.25312,109,301,6,138,8254188657679462400,STAR,9.23881E-05,7331,56658,787
1237645943978459199,55.334277064811,0.914010242302834,17.97393,16.7361,16.26196,16.0849,16.01502,109,301,6,138,8254191681336438784,STAR,-3.358051E-05,7331,56658,798
1237645943978459165,55.3200659093344,0.883421931496659,17.26406,16.14014,15.72178,15.56067,15.499,109,301,6,138,1709231556582729728,STAR,5.192878E-05,1518,52937,420
1237645943978328289,55.0531675058232,0.885874155231044,18.97668,17.5344,17.04177,16.80851,16.6608,109,301,6,136,468485167426594816,GALAXY,0.03877712,416,51811,403
1237645943978328190,55.0942959061124,0.912257002241811,19.27627,18.16275,17.65256,17.42675,17.33332,109,301,6,136,8254179861586440192,STAR,0.0007117247,7331,56658,755
1237645943978262548,54.8244788064983,1.04693678503438,19.18181,17.94317,17.22723,16.96295,15.90752,109,301,6,135,8254168591592255488,STAR,0.0004030519,7331,56658,714
1237645943977410753,52.9358806521092,1.04755438934244,18.82419,17.60955,17.07287,16.79243,16.64695,109,301,6,122,467351570921580544,GALAXY,0.03101574,415,51810,375
1237645943976493290,50.7867972411422,1.02659853904526,19.51618,18.32554,17.63795,17.25495,17.02355,109,301,6,108,466212477865060352,GALAXY,0.1380212,414,51869,327
1237645943976493256,50.9079312013757,0.991258730182883,19.40927,18.40509,18.16815,18.03163,17.92519,109,301,6,108,1198049078458476544,GALAXY,0.0222007,1064,52577,333
1237645943976493208,50.8270672659945,0.939875118173155,18.7319,17.42271,16.80514,16.47006,16.18039,109,301,6,108,465165741990111232,GALAXY,0.03646222,413,51821,615
1237645943976493117,50.9171677221372,0.901690447942567,17.55207,16.06596,15.4773,15.27468,15.18651,109,301,6,108,1706963813783332864,STAR,0.0002400847,1516,52933,362
1237645943975837722,49.2968088723733,1.04741016767848,18.52309,16.65203,15.9179,15.47603,15.16455,109,301,6,98,465099221536630784,GALAXY,0.06675781,413,51821,373
1237645943978655832,55.8106975407549,0.873287742376632,19.09079,17.33512,16.53451,16.23067,16.05673,109,301,6,141,8254223567173644288,STAR,-4.682353E-07,7331,56658,914
1237645943978655993,55.8319963339575,0.890833620829676,19.44436,17.63904,16.6559,16.16875,15.77238,109,301,6,141,468520901554497536,GALAXY,0.1004212,416,51811,533
1237645943974396133,46.1094040399378,1.04590605018185,19.11101,16.80968,15.6026,15.1123,14.74625,109,301,6,76,798418651840538624,GALAXY,0.156453,709,52205,566
1237645943973609616,44.2888025841077,0.893509787987641,19.58999,18.23981,17.54194,17.17573,16.92423,109,301,6,64,461776773214922752,GALAXY,0.07254888,410,51877,574
1237645943973609599,44.2554042347813,1.05497615501816,19.48848,17.89531,17.25082,17.00606,16.88047,109,301,6,64,3584966264948367360,STAR,0.0002448887,3184,54850,367
1237645943973609503,44.2442824420838,0.913229824579826,19.38883,19.2833,18.96885,18.96005,19.03716,109,301,6,64,461776498337015808,QSO,1.117033,410,51877,573
1237645943973609500,44.2231786933884,1.05138254706164,17.91809,16.99443,16.60633,16.45938,16.39112,109,301,6,64,1758813210732947456,STAR,-0.0005388486,1562,53052,573
1237645943435034711,40.3659115716786,0.482156796606173,18.40849,16.79699,16.25049,16.06642,15.99114,109,301,5,38,8253119108179750912,STAR,-1.873275E-05,7330,56684,992
1237645943435034677,40.3565196430332,0.586707867277147,19.16163,18.22788,17.97637,17.89271,17.85511,109,301,5,38,7636012982531190784,STAR,0.0007683872,6782,56572,581
1237645943434969150,40.2797407544945,0.563509190480669,18.41223,17.24312,17.35328,17.4452,17.54572,109,301,5,37,8253105089406496768,STAR,0.0004345136,7330,56684,941
1237645943433855052,37.6901262926292,0.630372388945793,19.25163,18.32084,17.97896,17.85262,17.78459,109,301,5,20,3520844395832254464,STAR,0.000104992,3127,54835,565
1237645943433396364,36.6536741098755,0.631102538100113,19.45892,18.1172,17.62324,17.44491,17.3305,109,301,5,13,8256477291602440192,STAR,9.090709E-05,7333,56686,921
1237645942906028116,58.3957362489417,0.209765892354499,16.99691,15.35589,14.49014,14.39775,13.79355,109,301,4,158,1398541730684364800,STAR,0.0006135278,1242,52901,633
1237645942906028070,58.3040235328182,0.0138136548305582,18.52717,17.24245,16.77431,16.59565,16.50845,109,301,4,158,1721647516644042752,STAR,4.655017E-05,1529,52930,533
1237645942905962575,58.1754593924443,0.218693316420023,19.34624,19.09172,18.66225,18.58851,18.65512,109,301,4,157,1398529361178552320,QSO,1.161747,1242,52901,588
1237645942898229350,40.5820323404506,0.134770088388014,18.65073,16.4431,15.52037,15.17877,14.98173,109,301,4,39,8253120482569285632,STAR,0.0001422299,7330,56684,997
1237645941291614227,49.6274851208606,-1.04176913896024,17.65021,16.16866,15.59175,15.37656,15.27109,109,301,1,100,1705795582662043648,STAR,-9.765775E-05,1515,52932,208
1237645943978393694,55.123625300575,0.872487209837165,18.28252,16.52093,15.60923,15.08733,14.62764,109,301,6,137,468488465961478144,GALAXY,0.0406868,416,51811,415
1237645943978393681,55.2557888627215,0.898026180287312,17.42982,17.81077,18.24699,18.56285,18.88835,109,301,6,137,468500285711476736,STAR,5.343613E-05,416,51811,458
1237645943978393677,55.2272137085321,1.03040014062229,19.24352,17.45781,16.6819,16.35229,16.16968,109,301,6,137,8254187558167834624,STAR,8.637461E-05,7331,56658,783
1237645943978393658,55.1903330899225,1.01646656007243,18.65763,16.75243,15.9907,15.70902,15.57486,109,301,6,137,8254190581824811008,STAR,0.0001091185,7331,56658,794
1237645943978393614,55.1405439747781,0.896118215882493,19.28799,17.76852,17.1383,16.87898,16.74025,109,301,6,137,3553456459746484224,STAR,-2.791188E-05,3156,54792,423
1237645943973675114,44.4520331251225,0.914966019824519,17.73887,16.58798,16.16677,16.01955,15.92764,109,301,6,65,797306495325726720,STAR,0.0001068582,708,52175,616
1237645943973675103,44.4433514388996,1.01836368141803,17.78975,17.61846,17.91781,18.20897,18.4809,109,301,6,65,4776318460228202496,STAR,0.0001250945,4242,55476,913
1237645943973675064,44.3930863885659,0.957840267593429,18.58539,17.48169,17.0797,16.94243,16.85802,109,301,6,65,1702516577699653632,STAR,0.0002223217,1512,53742,567
1237645943973675061,44.3905029815331,0.903306120862146,17.70665,16.19536,15.58417,15.35889,15.22968,109,301,6,65,3584966814704181248,STAR,-9.822403E-05,3184,54850,369
1237645941824356443,40.2856904118933,-0.714956624993816,17.55033,15.75007,15.02809,14.66306,14.34982,109,301,2,37,459394680333821952,GALAXY,0.04028672,408,51821,100
1237645943978852577,56.2732548441879,0.871282917164448,19.58545,18.27114,17.6828,17.45464,17.31491,109,301,6,144,3553512259961593856,STAR,-0.0002348719,3156,54792,626
1237645943978983452,56.5083231390645,0.860125255857538,18.50524,17.24606,16.69489,16.47912,16.4041,109,301,6,146,1195863524925007872,STAR,0.0001053587,1062,52619,574
1237645943978983579,56.5178995114508,0.88506736337954,19.04084,17.40382,16.69114,16.30337,16.02601,109,301,6,146,1195870946628495360,GALAXY,0.04860179,1062,52619,601
1237645943978983683,56.5125493105025,1.00178943730513,19.3455,17.43334,16.25943,15.72512,15.38018,109,301,6,146,1195861325901752320,GALAXY,0.1860474,1062,52619,566
1237645943979048964,56.6111374249189,0.937102530019799,19.10299,17.90783,17.39957,17.19153,17.1048,109,301,6,147,1195871771262216192,STAR,-0.000192821,1062,52619,604
1237645943979049021,56.666260697389,0.940335444192127,19.09502,17.22538,16.49504,16.2236,16.08735,109,301,6,147,1721599138132420608,STAR,0.0001031549,1529,52930,357
